@relation 'sportsArticle_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Remove-R10-30'

@attribute 0.184totalWordsCount+0.178CD+0.178FW+0.178semanticobjscore+0.176baseform... numeric
@attribute '0.445Quotes+0.43 RP+0.276past+0.275VB+0.231CC...' numeric
@attribute '0.326colon+0.326CC+0.29 PDT-0.255RP-0.249POS...' numeric
@attribute 0.502txtcomplexity-0.363exclamationmarks-0.287ellipsis-0.275questionmarks+0.197past... numeric
@attribute 0.538ellipsis+0.534exclamationmarks+0.218VB+0.216past-0.193present3rd... numeric
@attribute '0.495semicolon+0.323VBZ-0.294NN+0.262WP+0.26 RB...' numeric
@attribute 0.683JJS+0.334colon-0.259RB-0.227RBR-0.209compsupadjadv... numeric
@attribute -0.656sentencelast-0.601sentence1st+0.171pronouns1st+0.141TOs+0.129colon... numeric
@attribute -0.538TOs-0.411WP+0.373ellipsis+0.245JJS-0.202sentencelast... numeric
@attribute Label {objective,subjective}

@data
-4.342439,-0.331413,2.323935,-1.382393,0.477332,-0.617009,1.886615,0.513007,-0.59314,objective
-4.337041,-0.088777,-0.590914,-0.011589,-0.325248,0.665919,-0.097504,-0.335435,-0.002363,objective
-1.556501,-0.900625,0.537014,0.616955,-0.254129,0.952187,-0.276724,-0.314783,0.65232,objective
-3.443016,0.057849,-0.190106,-0.045112,0.455551,-0.634746,0.042909,0.202156,-2.11945,objective
-4.063933,0.571379,-0.440434,-1.205712,-0.702306,-0.380447,0.21967,-0.395878,0.031068,objective
0.872845,0.821242,2.123104,1.85623,1.780206,-0.13563,0.271083,-0.377156,-0.750877,objective
-4.88429,-0.233273,-0.029792,-1.349278,0.004861,-0.048897,0.167115,-0.188446,0.115701,objective
-5.025527,-0.408526,0.377741,-0.316203,-0.404309,0.601034,-0.413651,-0.243164,0.112142,objective
-6.039208,-0.444585,-0.157218,-0.624292,-0.325982,-0.002488,-0.078273,-0.383874,-0.05442,objective
-4.45285,1.024346,-0.252377,-0.749443,-0.272888,0.091699,0.283735,-0.217219,-0.199934,objective
-6.23799,-0.814541,0.195184,-0.585303,-0.207205,-0.214457,-0.06048,-0.414982,-0.099014,objective
-1.68644,0.807536,1.265905,0.224442,0.228076,-0.023412,-0.05656,-0.444317,0.254942,objective
-5.148963,0.205994,0.120113,-0.303544,-0.128409,-0.348185,0.419573,-0.316542,-0.150354,objective
-4.719131,0.341676,-0.521517,-0.600721,-0.418115,-0.010638,0.149096,-0.199411,-0.004395,objective
-1.354073,0.999828,0.986857,1.560727,1.292182,-1.029814,0.171166,-0.163812,-0.37025,objective
-5.999219,-1.144915,0.364444,0.213414,0.013744,0.377886,0.119968,-0.251478,-0.216712,objective
-0.743224,2.193882,-0.514295,-0.228468,-0.419994,-0.102986,-0.65757,-0.133877,1.2174,objective
-5.70844,-0.289523,1.713908,-1.442849,-0.367061,-0.518982,1.201144,0.092961,-0.419046,objective
-5.045036,0.412085,0.937372,-1.477325,-0.349479,-0.656316,0.18217,-0.161931,-0.158679,objective
-3.655525,0.326824,0.428403,-0.51476,-0.242988,-0.618283,-0.084912,-0.373463,-0.01531,objective
1.039768,5.470393,-1.033422,-1.219303,-0.369294,-1.729672,0.950005,0.089121,0.124081,objective
-4.143111,-0.828777,1.083468,-0.306085,0.896886,0.449564,-0.477756,-0.271185,-0.084011,objective
2.215101,3.399744,-1.172539,1.26991,0.86732,-0.88296,0.33028,-0.66601,0.100196,objective
4.674249,4.655252,1.345529,0.375924,0.224362,0.171245,-0.946208,-0.019315,1.499787,objective
0.249386,-0.05231,0.895009,1.817795,0.520119,-0.311862,-0.578225,-0.595391,0.158219,objective
-4.32961,-0.469222,0.390482,1.126177,0.661291,0.03017,0.372977,-0.304502,-0.468467,objective
-2.109547,1.903056,-1.289381,-2.10549,-1.450303,-0.288964,0.189552,-0.090195,0.207267,objective
12.870737,3.119281,-4.432055,1.770745,1.003684,-0.521734,-0.386984,-1.464678,-0.072164,objective
-4.556185,-1.02192,0.940485,0.729392,0.394627,0.772799,-0.112354,-0.030578,-0.249407,objective
-4.902824,-1.163858,-0.077453,0.220557,0.090758,0.716803,-0.066137,-0.00984,-0.088435,objective
-6.172635,-0.714867,0.043101,-0.551714,-0.334643,0.119025,-0.029304,-0.275847,-0.087501,objective
-2.55417,0.910353,-1.277756,-0.366904,-0.810486,0.621713,-0.656805,-0.161391,1.133648,objective
-5.618273,-0.605494,0.218743,-0.789254,-0.752,-0.704337,-0.417876,2.005962,0.36049,objective
-6.122429,-0.734547,0.137653,-0.420606,-0.085521,-0.058945,-0.119328,-0.417848,-0.13044,objective
-5.741272,-0.887165,0.420149,-0.283874,-0.178197,-0.071362,-0.056372,-0.31891,-0.1697,objective
-3.615818,-2.103857,0.223554,2.851091,0.51961,1.525477,0.963088,0.505782,-0.572798,objective
-3.082829,0.15146,1.427325,0.26993,0.091238,-0.48345,-0.02242,-0.126569,-0.063155,objective
-5.137124,-1.096647,0.37013,0.33529,0.021729,0.261508,0.07176,-0.135654,-0.111953,objective
-4.602879,0.37293,-0.180265,-0.53243,-0.335976,-0.164195,-0.100746,-0.492405,0.028146,objective
3.283456,7.313759,-3.316288,-0.289983,-0.422147,0.099026,0.273149,-0.022758,0.736469,objective
-5.610737,-0.920591,0.240737,-0.018005,-0.003108,-0.013431,0.164509,-0.272384,-0.324832,objective
-6.425683,-0.992568,0.071103,-0.704706,-0.294614,-0.012012,-0.036343,-0.386848,-0.12532,objective
-5.788321,-0.570276,0.281296,-0.204868,-0.077884,-0.135682,-0.031283,-0.359106,-0.127885,objective
-2.804008,2.133182,-0.074622,0.428079,0.452194,-1.589673,2.226301,9.249078,2.439393,objective
-5.520895,-0.329775,0.65158,0.0775,0.243604,-0.010072,0.088927,-0.213261,-0.329533,objective
-4.764652,-0.932683,0.48201,1.494741,0.529557,0.719553,0.833039,0.152268,-0.611509,objective
-4.101701,0.421315,0.584122,-0.108689,0.335236,1.40892,-0.105334,0.181771,-1.284067,objective
-0.950399,2.047875,0.288641,-0.262801,-0.220557,-0.605825,-0.473719,2.232393,0.532737,objective
-5.87732,-0.32418,-0.003518,-1.077066,-0.513651,-0.017985,-0.311817,-0.48805,0.146526,objective
-4.28245,-0.004983,0.591106,-0.02065,0.044106,-0.397703,0.067828,-0.298031,-0.080418,objective
-3.553327,0.418849,-0.299422,-0.380551,-0.268529,-0.30411,0.052629,-0.333202,0.074165,objective
-5.323031,-0.447154,0.281457,-0.227755,-0.029202,-0.218942,0.01086,-0.435918,-0.069269,objective
-2.778693,0.487758,0.392734,0.255202,0.27293,-0.828485,0.120247,-0.521339,0.015726,objective
-5.868073,-0.696565,0.090823,-0.809962,-0.380515,-0.177614,-0.151196,-0.394914,-0.107505,objective
-3.294553,-0.424715,1.044344,-1.207818,1.130473,-1.755145,-1.123669,-0.26056,-1.723266,objective
-5.234581,-1.30797,0.325897,0.253833,0.223141,0.200505,0.245947,-0.211444,-0.15192,objective
1.498539,-2.431383,-0.377218,2.070962,0.245625,-0.398435,-0.525832,-0.584899,0.496977,objective
-5.377118,-0.583122,0.154159,0.126204,0.285588,-0.114557,0.012967,-0.387132,-0.320354,objective
-4.728171,-0.31017,0.573062,-0.310706,0.123656,0.105987,0.171446,-0.28144,-0.240862,objective
2.462276,3.01655,-1.280475,0.509878,0.021005,1.529045,-1.191155,-0.402573,1.361096,objective
-0.305444,-0.983778,-0.762758,0.06467,-0.311366,-0.732712,-0.075596,-0.401863,0.087469,objective
-1.10948,-1.910668,-0.576063,1.25395,-0.067599,0.263655,0.732711,0.496259,-0.077715,objective
-4.95772,-0.587155,-0.333016,-0.750727,0.741516,-0.020842,-0.07584,-0.308292,0.047234,objective
-4.916631,-1.055568,0.446758,-0.004128,0.779469,0.421104,0.133895,-0.098039,-0.203228,objective
-3.89178,-0.523299,0.645436,1.088761,0.595826,0.39749,0.258532,-0.222355,-0.219126,objective
1.089906,3.084993,-0.869932,-1.029369,-0.497061,-1.035281,0.677373,0.241143,0.142101,objective
-6.198053,-0.968599,0.419402,-0.130282,-0.016063,0.260712,-0.075315,-0.226749,-0.19415,objective
-1.307244,3.052752,-0.922446,-0.162459,-0.064126,0.489348,-0.320822,-0.020827,0.313674,objective
-5.781765,-0.424091,0.463774,-0.483491,0.075045,-0.040387,-0.233203,-0.370008,-0.15281,objective
-4.766557,-0.140978,0.525578,-0.003069,0.110198,-0.289816,0.056355,-0.371455,-0.1506,objective
-2.177153,1.388191,-0.882019,-0.878736,0.022921,-0.179419,0.170677,0.41999,-1.850488,objective
-0.193831,4.093901,-1.084324,-0.631344,0.226116,-1.013379,-0.173955,-0.393241,0.346676,objective
-5.045248,-0.748347,0.422486,-0.176696,-0.359077,-0.76073,-0.504755,1.898815,0.240992,objective
1.070955,2.427232,-0.244459,0.302379,0.007258,0.054113,0.08334,-0.152035,0.614584,objective
-4.153689,-0.612601,0.323909,0.758421,0.108229,0.296833,0.425532,-0.100298,-0.138961,objective
-2.808443,-0.631192,-0.309006,1.447816,0.688664,-0.141195,0.117844,-0.122787,0.059579,objective
-4.670025,0.072027,0.738656,-0.290879,-0.034636,-0.296456,-0.165029,-0.317729,0.079221,objective
-5.749787,-0.255268,-0.122663,-0.82146,-0.41512,-0.245148,0.189764,-0.305664,-0.089024,objective
-5.234784,-0.425323,0.42973,-0.500254,-0.249607,-0.684976,-0.07279,-0.504423,0.023612,objective
-5.843214,-0.419108,0.257297,0.023214,0.066854,0.15703,0.174782,-0.221426,-0.231927,objective
-0.000386,-0.870286,0.76865,-0.101023,-0.437567,2.751395,-1.243582,0.101908,0.2927,objective
-1.504026,2.75226,-0.97333,0.086715,0.383816,0.18545,0.29197,0.1499,-0.270087,objective
-5.592568,0.163335,-0.457735,-1.012822,-0.486492,-0.114644,0.034102,-0.392565,-0.03139,objective
-5.837296,-0.538288,0.303293,-0.490233,-0.086685,-0.2566,-0.121197,-0.443581,-0.117421,objective
-5.471807,-0.708232,0.744369,-0.206804,-0.208027,0.066744,-0.275608,-0.406449,-0.065214,objective
-1.454743,1.715408,0.819775,0.650922,0.792914,-0.068889,1.082366,0.251826,-0.763026,objective
-3.688871,-0.761882,0.760572,0.634639,0.164127,0.153705,0.200244,-0.155022,-0.252383,objective
-3.409564,1.586358,-0.917686,-0.872622,-0.503911,0.069995,-0.137243,-0.203217,0.188055,objective
-5.836761,-0.859725,0.522791,0.19407,0.192294,0.092693,0.226018,-0.212832,-0.363742,objective
0.562904,2.739641,-0.369149,-0.353518,0.087365,-0.404189,0.471872,0.080536,-0.087093,objective
-5.559655,-1.091283,0.583864,-0.27226,-0.215859,0.040424,-0.168409,-0.386907,-0.179695,objective
2.825175,3.73689,0.007253,-0.704726,-0.136323,-0.761705,0.510852,0.056888,0.355516,objective
-4.326225,1.561384,0.513153,-1.533744,-0.148805,1.375143,-0.06194,0.449882,-2.395658,objective
4.863118,5.418852,-0.258623,1.16736,1.25523,1.749387,0.051875,-0.080322,-0.435554,objective
-3.931097,0.351041,-0.116023,-0.548323,-0.3541,-0.335343,0.123631,-0.399005,0.120207,objective
-0.293693,0.850204,0.595965,0.058288,-0.261922,0.932602,0.045723,0.070866,-0.767034,objective
1.062649,1.344563,-0.244842,-1.012511,0.024488,1.443184,0.068357,0.370132,0.997136,objective
1.493922,-1.513528,-0.67872,0.654601,-0.62019,-0.230731,0.354999,-0.080134,0.397503,objective
-1.000189,1.911387,-0.630789,0.045352,0.483362,0.460037,-0.282784,-0.18911,-0.060994,objective
0.003967,2.902547,-1.647638,0.090805,0.197819,-0.192399,0.098265,-0.359365,-0.167351,objective
-4.810787,-0.675134,0.466746,-0.194138,-0.120426,0.24028,-0.316101,-0.375395,0.152247,objective
-0.140776,-1.360916,1.783969,-1.060268,-0.692984,0.538275,0.963557,0.081568,0.078425,objective
7.0314,-0.350117,-0.128964,-0.754845,4.754898,-2.385374,-0.42489,-0.496316,0.002412,objective
-6.197192,-0.771758,0.231651,-0.64988,-0.234764,-0.224195,-0.117438,-0.425709,-0.11388,objective
-5.877575,-0.057681,-0.346095,-0.761234,-0.259357,-0.187121,-0.049306,-0.417256,-0.107707,objective
-4.639951,0.169407,-0.258201,-0.226724,0.019312,0.296896,0.271422,-0.096016,0.052573,objective
-5.827706,-0.731935,0.375489,0.153961,0.278454,0.061209,0.119531,-0.239214,-0.43666,objective
0.105079,3.580134,-1.094898,-0.4512,-0.041171,-0.312459,0.099754,0.379373,0.177576,objective
1.127978,2.76428,-0.232571,-0.739673,0.334726,1.396953,0.415381,0.3724,-1.142817,objective
-3.834031,-0.149116,-0.688312,-0.374393,-0.511005,-0.142496,0.306219,0.045106,-0.046543,objective
-4.319947,-0.495848,0.748375,-0.059466,-0.125343,0.217433,0.290535,-0.218354,-0.095598,objective
-5.617292,-0.782654,0.096434,0.20281,-0.036399,0.09932,-0.010638,-0.298243,-0.072151,objective
-5.745209,-0.412342,0.156416,-0.231838,-0.139471,-0.152274,0.190979,-0.346238,-0.159292,objective
-4.132026,0.512463,0.268032,-0.202275,0.169766,-0.477336,-0.353178,-0.48995,0.034996,objective
-3.924627,-0.284186,1.047412,-0.411778,-0.041165,-1.195055,-0.386698,-0.556196,0.057242,objective
-5.617496,-0.762605,0.425201,0.641677,0.271467,0.416834,0.373916,-0.041397,-0.371356,objective
-6.120265,-1.021575,0.262205,-0.333605,-0.079428,0.116089,0.002794,-0.361845,-0.194825,objective
-3.929519,0.259896,-0.523243,-0.102861,-0.176581,-0.196239,0.126512,-0.546288,-0.012169,objective
-5.58521,-0.570796,0.442257,-0.388366,-0.111384,-0.46612,-0.066725,-0.397632,-0.122544,objective
11.528507,-2.634359,-0.339004,3.606908,0.023671,1.021729,1.403812,1.073996,0.381438,objective
1.461894,-2.134334,-0.637776,-0.293185,-1.478493,-0.364001,-0.263793,-0.407196,0.506608,objective
-0.162009,-1.605761,-0.07441,-0.132918,-1.213132,-0.048693,-0.39497,-0.217411,0.564692,objective
-5.892874,-0.850755,0.187229,-0.520468,-0.390205,0.129467,-0.264799,-0.387268,0.084232,objective
-6.092258,-0.858936,0.420605,-0.156537,0.005613,0.101078,-0.07628,-0.327827,-0.163731,objective
-6.098134,-0.896717,0.247376,-0.580553,-0.255145,-0.053056,-0.08504,-0.420003,-0.083405,objective
-5.424263,-0.742436,-0.112892,-0.218578,-0.274399,-0.122554,0.125373,-0.21599,-0.19056,objective
-5.83695,-0.682945,0.403971,-0.319643,-0.348537,-0.674518,-0.62263,2.017599,0.223667,objective
-5.186044,0.276113,0.180035,-0.618305,-0.19402,-0.143262,0.363795,-0.240282,-0.195361,objective
0.222722,1.005264,-0.146787,-0.697316,-0.849449,0.961307,-0.575861,0.03944,1.334775,objective
1.761635,3.505869,-0.540259,0.476918,0.756549,0.606303,0.022241,-0.242899,0.089651,objective
-4.517437,-1.264934,0.567591,-0.684559,-0.470361,0.30338,-0.204595,-0.391015,-0.0078,objective
-5.628256,-0.722479,0.445837,-0.090441,-0.002416,0.226631,-0.033463,-0.313134,-0.123127,objective
-3.438852,0.22142,-0.601925,-0.052676,0.197096,-0.079845,0.386341,-0.311703,-0.264193,objective
-5.722765,0.48002,-0.150495,-1.29479,-0.605061,-0.322495,0.196328,-0.35008,0.055501,objective
-5.514422,-0.833019,0.391198,-0.493915,-0.307544,-0.325669,0.019068,-0.393494,-0.041529,objective
-5.350465,-1.167462,0.289701,0.119879,-0.22438,0.167409,0.120135,-0.162302,-0.073575,objective
-1.260151,1.948698,-1.370668,-0.860526,-0.364846,-0.636056,0.22514,-0.401984,0.217609,objective
-2.205973,0.255008,0.750806,0.051123,0.229999,1.256235,0.188379,0.7079,-2.562911,objective
-4.683635,-0.209307,0.166484,0.162625,-0.046765,0.302722,0.356497,-0.09771,-0.079345,objective
1.601782,0.959195,2.046018,0.612406,1.027515,-2.442637,-0.402998,-0.604433,0.091991,objective
-3.543824,1.976445,0.257252,-1.097691,0.156086,1.338986,0.058813,0.646117,-2.557889,objective
-4.31297,-0.222061,0.11858,0.811073,0.558467,0.238349,-0.026651,-0.547311,-0.402076,objective
-3.102212,-1.473064,-0.058927,0.714592,0.254984,0.354658,0.163605,-0.073625,0.19403,objective
-1.01591,0.810796,-0.24402,-0.558768,0.347139,-0.332118,0.772399,-0.068578,-0.041371,objective
3.149092,1.342617,2.053502,1.64927,1.454894,-0.553985,1.135163,0.021286,-0.369321,objective
-1.70975,2.439477,0.413196,-0.522322,0.073497,-1.372965,0.732143,-0.009843,-0.109266,objective
-1.589628,0.95679,0.774214,-0.164938,-0.324228,-0.857452,0.02861,-0.398615,0.166999,objective
-6.18811,-0.792527,0.134283,-0.307262,-0.125785,0.011912,-0.045797,-0.375211,-0.115013,objective
-5.140811,-0.266226,-0.051442,-0.603193,0.582645,-0.252867,0.064579,-0.40465,-0.083049,objective
-0.067845,0.225389,0.408542,2.418719,1.479646,-0.741825,-0.516807,-0.587075,-0.504847,objective
2.340219,1.300293,2.533895,0.017872,0.404392,-2.554646,1.044679,-0.509496,-0.291282,objective
-4.860045,-0.898761,0.310325,-0.245163,-0.064334,0.180411,-0.056476,-0.411342,-0.097686,objective
-5.5559,-0.522037,0.421114,0.18437,0.281646,-0.049749,0.098083,-0.313488,-0.294662,objective
-3.593405,0.340149,1.32623,-0.128149,0.066816,-1.325877,-0.007796,2.161624,0.010578,objective
-5.686853,-1.025357,0.274389,-0.009251,-0.216826,-0.02399,-0.008451,-0.351454,0.025248,objective
2.18278,4.414546,-2.087748,0.583465,0.336921,-0.660392,-0.553226,-0.679127,0.204582,objective
-4.654032,0.332777,0.132785,-0.538589,-0.244554,-0.077579,0.133573,-0.165963,-0.071877,objective
-5.122884,0.483441,-0.461419,-0.604567,-0.173667,-0.055458,0.154555,-0.244318,-0.17881,objective
-5.689332,-0.832559,0.165126,-0.477868,-0.178611,-0.167704,-0.196376,-0.47938,-0.075546,objective
-2.680521,2.012305,-0.351577,0.068589,0.293582,-0.265278,0.270733,-0.155466,0.070016,objective
-5.28436,-0.894305,0.355268,-0.564693,-0.188144,-0.485335,-0.186794,-0.480305,-0.164895,objective
0.080336,-0.523659,-0.092134,1.103411,0.068015,0.307915,-1.041776,-0.300053,0.274835,objective
1.601753,6.065393,-2.537335,-0.325056,0.167844,0.528801,0.042711,0.126971,-1.117326,objective
-4.689873,-0.828883,0.543514,-0.104034,-0.329763,-0.561565,-0.725677,1.943081,0.26253,objective
-0.104238,1.983029,0.517606,-1.175899,-0.37124,1.030391,-0.080316,0.233063,-0.764711,objective
-0.653747,3.216221,-0.742589,-0.028214,0.039652,-0.255415,0.24662,-0.182318,0.022239,objective
-6.073411,-1.077182,0.248761,-0.092642,-0.035095,0.437133,-0.134625,-0.291921,-0.213668,objective
4.472717,1.06267,4.84745,1.231803,1.275686,-0.282939,-0.736072,0.217819,0.394671,objective
-3.225544,1.343949,0.057441,-1.046877,-0.674718,-0.097544,0.476111,-0.058434,0.195882,objective
-2.250102,0.747589,1.250967,-0.102964,-0.022299,-0.615107,0.097112,-0.139326,0.228618,objective
1.138301,1.540763,-1.764771,-0.975884,-1.2233,-0.606796,-0.188595,0.288391,0.519614,objective
-5.218959,-0.722565,0.513137,-0.033103,0.015881,0.533129,0.033836,-0.195043,-0.07723,objective
-5.078696,0.009915,0.276046,0.000418,-0.255781,-0.438281,-0.581944,2.160673,0.23925,objective
3.057079,1.466876,-1.30635,0.056545,-0.076608,1.902182,-0.403824,0.20338,1.054102,objective
-4.633261,-1.943335,0.671352,2.291895,0.653314,0.647958,0.765276,0.364119,-0.705841,objective
-5.766567,-0.935339,0.020346,0.078684,-0.369555,-0.105032,-0.367269,2.073814,0.147694,objective
-4.432997,0.045054,0.092049,0.003003,-0.159332,0.412291,-0.166638,-0.22299,0.051502,objective
-5.915276,-0.738281,0.276833,-0.039632,0.057933,0.135817,0.093073,-0.300705,-0.196637,objective
-3.957689,-1.567277,0.520873,2.152212,0.74459,-0.985477,1.734587,9.599652,2.473131,objective
-2.242853,3.026381,-0.35354,-0.600602,-0.176342,0.729179,-0.113697,-0.159802,0.201434,objective
-3.853014,-0.406739,0.108527,1.21935,0.333232,0.03173,-0.528919,2.033329,0.164989,objective
-4.166126,0.388203,0.317407,-0.735929,-0.109002,-0.265037,-0.029248,-0.39679,-0.148952,objective
-5.78627,-0.539929,0.567115,0.092344,0.240981,0.095789,-0.011405,-0.201681,-0.340938,objective
2.418195,3.662856,-0.43477,-1.173424,-1.017643,0.043491,-0.541984,0.100363,1.706766,objective
1.399063,5.107263,-0.774531,-0.2757,0.462044,0.084179,0.178525,0.394346,-1.160415,objective
-5.781053,-0.851121,0.196212,-0.100978,-0.031784,0.311299,-0.100616,-0.294575,-0.086845,objective
-2.222326,2.086482,-1.364953,-0.809544,-0.295556,0.723261,-1.010771,-0.277137,0.704988,objective
-2.363742,2.955137,-0.56233,-0.403768,0.207053,-0.367483,0.524421,0.135561,-0.220959,objective
-4.358513,-0.343171,-0.126314,-0.226279,-0.719716,-0.63902,-0.409821,2.234158,0.466346,objective
-4.65536,-1.017477,-0.060236,-0.043997,0.056422,0.076963,-0.202027,-0.491798,0.016101,objective
-5.741398,-0.970733,0.507188,-0.280132,-0.198541,0.118487,-0.284738,-0.463222,-0.127341,objective
-4.817178,-0.256145,0.339678,-0.081972,-0.123166,-0.176421,0.286798,-0.153599,-0.140961,objective
-3.446167,0.307268,-0.312752,-0.067783,0.206047,0.746983,-0.302047,-0.217799,0.311182,objective
-4.880126,0.542683,-0.522718,-0.335857,-0.102777,0.326208,-0.276627,-0.390111,0.081986,objective
-1.490909,2.912956,-1.655357,-1.424332,-0.932584,-0.243804,0.647549,0.201071,0.021413,objective
-2.031552,0.662193,0.735538,0.862562,0.487327,-1.457433,-0.699117,1.948248,0.135274,objective
-5.132272,-0.692085,-0.280479,-1.204683,0.129305,-0.007483,-0.154874,-0.497466,-0.068931,objective
1.290088,1.375113,-0.69661,0.374117,1.234015,-0.554123,0.066325,-0.315426,-0.155425,objective
-5.742492,-0.532079,0.332747,0.038934,0.045021,0.344031,-0.006063,-0.231495,-0.104159,objective
-5.705265,-0.808819,0.809872,-0.222715,-0.219299,0.29734,-0.576783,-0.500957,-0.048991,objective
-3.232394,0.740469,-0.770229,0.028321,-0.084258,-0.211467,0.175721,-0.245196,-0.098242,objective
6.82231,-0.258817,1.573433,3.359928,1.209106,-1.096736,-0.265455,-0.049808,0.61832,objective
-4.144095,-1.618113,0.328306,1.19577,1.018863,0.188225,0.828046,0.403358,-0.60384,objective
6.123814,-0.113335,0.274039,1.414286,-0.115836,-0.737259,0.125289,-0.58166,0.259693,objective
-0.377079,2.499568,0.17129,0.582656,0.42509,-0.591648,0.293414,-0.148732,0.058855,objective
-3.753385,1.323641,0.153149,-0.007272,0.047403,0.915499,0.247849,0.10113,0.074546,objective
0.53025,-1.55863,-0.091635,-0.246152,-0.817394,-0.075463,-0.728387,-0.474844,0.277922,objective
-2.105746,0.554996,1.658993,1.094055,0.642212,-0.215326,0.107703,0.08915,-0.342837,objective
